FID;ID;Type;Diameter;Material;LENGTH_GEO;START_X;START_Y;MID_X;MID_Y;END_X;END_Y;INSIDE_X;INSIDE_Y
206;207;Tertiary;Φ155;Asbestos Cement pipe;0,094402449473800;25,132248238500001;35,334764956500003;25,132248150599999;35,334765375800004;25,132248062700000;35,334765795099997;25,132248150599999;35,334765375800004
207;208;Tertiary;Φ155;Asbestos Cement pipe;13,339022887400001;25,132248062700000;35,334765795099997;25,132262096200002;35,334824799400003;25,132276129699999;35,334883803799997;25,132262096200002;35,334824799400003
208;209;Tertiary;Φ155;Asbestos Cement pipe;6,211962162420000;25,132276129699999;35,334883803799997;25,132242816300000;35,334890010800002;25,132209502900000;35,334896217800001;25,132242816300000;35,334890010800002
209;210;Tertiary;Φ155;Asbestos Cement pipe;5,168080429260000;25,132209502900000;35,334896217800001;25,132181829299999;35,334901529800000;25,132154155700000;35,334906841799999;25,132181829299999;35,334901529800000
210;211;Tertiary;Φ75;UPVC Pipe;33,175034849399999;25,129565714400002;35,334935119599997;25,129671059000000;35,334813049799997;25,129776403699999;35,334690979999998;25,129671059000000;35,334813049799997
211;212;Secondary;Φ100;UPVC Pipe;33,071745157000002;25,130431307300000;35,334950559900001;25,130443250700001;35,334801838200001;25,130455194100001;35,334653116500000;25,130443250700001;35,334801838200001
212;213;Secondary;Φ100;UPVC Pipe;10,717240327700001;25,130455194100001;35,334653116500000;25,130463186899998;35,334605263599997;25,130471179699999;35,334557410800002;25,130463186899998;35,334605263599997
213;214;Secondary;Φ100;UPVC Pipe;12,321081395000000;25,130471179699999;35,334557410800002;25,130497019700002;35,334506079599997;25,130522859700001;35,334454748399999;25,130497019700002;35,334506079599997
214;215;Secondary;Φ100;UPVC Pipe;8,718501316899999;25,130522859700001;35,334454748399999;25,130543647900002;35,334419341800000;25,130564436099998;35,334383935200002;25,130543647900002;35,334419341800000
215;216;Main;Φ120;Ductile iron pipe;38,200323394900003;25,134574684499999;35,334916709100000;25,134650023700001;35,334756003199999;25,134725362899999;35,334595297400000;25,134650023700001;35,334756003199999
216;217;Tertiary;Φ80;UPVC Pipe;10,232563598600001;25,130843668899999;35,334958065599999;25,130850690799999;35,334912311300002;25,130857712800001;35,334866556900003;25,130850690799999;35,334912311300002
217;218;Tertiary;Φ80;UPVC Pipe;30,391624862299999;25,130431307300000;35,334950559900001;25,130598008900002;35,334960516700001;25,130764710400001;35,334970473399999;25,130598008900002;35,334960516700001
218;219;Tertiary;Φ80;UPVC Pipe;7,309279239500000;25,130764710400001;35,334970473399999;25,130804189700001;35,334964269499999;25,130843668899999;35,334958065599999;25,130804189700001;35,334964269499999
219;220;Tertiary;Φ80;UPVC Pipe;12,366867171199999;25,130924545599999;35,334964185600001;25,130992271099998;35,334969310399998;25,131059996600001;35,334974435200003;25,130992271099998;35,334969310399998
220;221;Tertiary;Φ75;Ductile iron pipe;28,280999011799999;25,131059996600001;35,334974435200003;25,131059447300000;35,334846982899997;25,131058898100001;35,334719530599997;25,131059447300000;35,334846982899997
221;222;Tertiary;Φ75;Ductile iron pipe;23,713911438499998;25,131058898100001;35,334719530599997;25,131182940700000;35,334686525000002;25,131306983399998;35,334653519400000;25,131182940700000;35,334686525000002
222;223;Tertiary;Φ150;Ductile iron pipe;56,437788312999999;25,134442048899999;35,334501937600002;25,134335573200001;35,334740850400003;25,134229097599999;35,334979763200003;25,134335573200001;35,334740850400003
223;224;Tertiary;Φ130;Ductile iron pipe;10,110986605500001;25,130208657299999;35,335022588699999;25,130178101799999;35,334984517599999;25,130147546300002;35,334946446399996;25,130178101799999;35,334984517599999
224;225;Tertiary;Φ130;Ductile iron pipe;15,312462238800000;25,130147546300002;35,334946446399996;25,130080629799998;35,334904549800001;25,130013713400000;35,334862653199998;25,130080629799998;35,334904549800001
225;226;Tertiary;Φ80;UPVC Pipe;21,762482172100000;25,130208657299999;35,335022588699999;25,130319982300001;35,334986574299997;25,130431307300000;35,334950559900001;25,130319982300001;35,334986574299997
226;227;Tertiary;Φ80;UPVC Pipe;17,711939623300001;25,134041589300001;35,335015918200000;25,133957295100000;35,334975915000001;25,133873000900000;35,334935911700001;25,133957295100000;35,334975915000001
227;228;Tertiary;Φ80;UPVC Pipe;14,379154658299999;25,133873000900000;35,334935911700001;25,133805152200001;35,334902622900003;25,133737303499998;35,334869334200000;25,133805152200001;35,334902622900003
228;229;Tertiary;Φ150;Ductile iron pipe;13,999368319700000;25,134229097599999;35,334979763200003;25,134159296100002;35,335006385800000;25,134089494600001;35,335033008300002;25,134159296100002;35,335006385800000
229;230;Tertiary;Φ150;Ductile iron pipe;4,750130379470000;25,134089494600001;35,335033008300002;25,134065541999998;35,335024463300002;25,134041589300001;35,335015918200000;25,134065541999998;35,335024463300002
230;231;Tertiary;Φ80;UPVC Pipe;28,630052100099999;25,134229097599999;35,334979763200003;25,134379184699998;35,335018772700003;25,134529271700000;35,335057782200003;25,134379184699998;35,335018772700003
231;232;Main;Φ120;Ductile iron pipe;16,186986712300001;25,134529271700000;35,335057782200003;25,134551978099999;35,334987245599997;25,134574684499999;35,334916709100000;25,134551978099999;35,334987245599997
232;233;Tertiary;Φ80;UPVC Pipe;50,916326351300000;25,134574684499999;35,334916709100000;25,134840639400000;35,334988525400000;25,135106594300002;35,335060341800002;25,134840639400000;35,334988525400000
233;234;Tertiary;Φ80;UPVC Pipe;35,197627707199999;25,129851498800001;35,335150710599997;25,129932606099999;35,335006681899998;25,130013713400000;35,334862653199998;25,129932606099999;35,335006681899998
234;235;Tertiary;Φ125;UPVC Pipe;31,274836389400001;25,132706716900000;35,335130626999998;25,132631293199999;35,335003955500000;25,132555869499999;35,334877284000001;25,132631293199999;35,335003955500000
235;236;Tertiary;Φ125;UPVC Pipe;18,496389953100000;25,132555869499999;35,334877284000001;25,132519010199999;35,334799591600003;25,132482151000001;35,334721899100003;25,132519010199999;35,334799591600003
236;237;Tertiary;Φ100;UPVC Pipe;22,472849885700001;25,133134627600000;35,334862164999997;25,133028746699999;35,334914407299998;25,132922865699999;35,334966649599998;25,133028746699999;35,334914407299998
237;238;Tertiary;Φ100;UPVC Pipe;5,502043651200000;25,132922865699999;35,334966649599998;25,132927808600002;35,334991112399997;25,132932751500000;35,335015575200003;25,132927808600002;35,334991112399997
238;239;Tertiary;Φ100;UPVC Pipe;5,127055841330000;25,132932751500000;35,335015575200003;25,132906802699999;35,335024616600002;25,132880853900001;35,335033657899999;25,132906802699999;35,335024616600002
239;240;Tertiary;Φ100;UPVC Pipe;17,505377859199999;25,132880853900001;35,335033657899999;25,132789954200000;35,335059647300000;25,132699054500002;35,335085636599999;25,132789954200000;35,335059647300000
240;241;Tertiary;Φ100;UPVC Pipe;5,039904812040000;25,132699054500002;35,335085636599999;25,132702885699999;35,335108131799998;25,132706716900000;35,335130626999998;25,132702885699999;35,335108131799998
241;242;Tertiary;Φ80;UPVC Pipe;17,132726816600002;25,130764710400001;35,334970473399999;25,130772745800002;35,335047403600001;25,130780781199999;35,335124333899998;25,130772745800002;35,335047403600001
242;243;Tertiary;Φ80;UPVC Pipe;5,382359362160000;25,130780781199999;35,335124333899998;25,130804753700001;35,335138563699999;25,130828726200001;35,335152793600002;25,130804753700001;35,335138563699999
243;244;Tertiary;Φ80;UPVC Pipe;19,271363265700000;25,130828726200001;35,335152793600002;25,130934641700001;35,335155968400002;25,131040557199999;35,335159143299997;25,130934641700001;35,335155968400002
244;245;Tertiary;Φ75;Ductile iron pipe;10,449282841200001;25,131040557199999;35,335159143299997;25,131050610500001;35,335112778000003;25,131060663800000;35,335066412800003;25,131050610500001;35,335112778000003
245;246;Tertiary;Φ75;Ductile iron pipe;8,950171148630000;25,131060663800000;35,335066412800003;25,131060354599999;35,335026078100000;25,131060045400002;35,334985743499999;25,131060354599999;35,335026078100000
246;247;Tertiary;Φ80;UPVC Pipe;1,254627702250000;25,131060045400002;35,334985743499999;25,131060021000000;35,334980089299997;25,131059996600001;35,334974435200003;25,131060021000000;35,334980089299997
247;248;Secondary;Φ90;Asbestos Cement pipe;19,104543724700001;25,132233582400001;35,335179070300001;25,132210034800000;35,335095162499996;25,132186487199998;35,335011254800001;25,132210034800000;35,335095162499996
248;249;Secondary;Φ90;Asbestos Cement pipe;11,951395419500001;25,132186487199998;35,335011254800001;25,132170321499999;35,334959048300000;25,132154155700000;35,334906841799999;25,132170321499999;35,334959048300000
249;250;Secondary;Φ85;Ductile iron pipe;14,923635203900000;25,133308395400000;35,335187251699999;25,133316399500000;35,335120316400001;25,133324403600000;35,335053381100003;25,133316399500000;35,335120316400001
250;251;Secondary;Φ85;Ductile iron pipe;15,592699923500000;25,133324403600000;35,335053381100003;25,133301218600000;35,334985727000003;25,133278033700002;35,334918072900003;25,133301218600000;35,334985727000003
251;252;Secondary;Φ85;Ductile iron pipe;10,832966018400001;25,133278033700002;35,334918072900003;25,133265172400002;35,334870403499998;25,133252311000000;35,334822733999999;25,133265172400002;35,334870403499998
252;253;Secondary;Φ50;Ductile iron pipe;40,883481590800002;25,131751090600002;35,335209211600002;25,131747076600000;35,335024992699999;25,131743062599998;35,334840773800003;25,131747076600000;35,335024992699999
253;254;Secondary;Φ50;Ductile iron pipe;15,904252164300001;25,131743062599998;35,334840773800003;25,131743213200000;35,334769098700001;25,131743363700000;35,334697423700000;25,131743213200000;35,334769098700001
254;255;Tertiary;Φ200;UPVC Pipe;43,992703681400002;25,132233582400001;35,335179070300001;25,131992336500002;35,335194140900001;25,131751090600002;35,335209211600002;25,131992336500002;35,335194140900001
255;256;Tertiary;Φ80;UPVC Pipe;48,490189801299998;25,134529271700000;35,335057782200003;25,134783333900000;35,335124206800003;25,135037396100000;35,335190631400003;25,134783333900000;35,335124206800003
256;257;Tertiary;Φ200;UPVC Pipe;46,047204198800003;25,131420300399999;35,335224637899998;25,131401285700001;35,335017704199998;25,131382271000000;35,334810770600001;25,131401285700001;35,335017704199998
257;258;Tertiary;Φ200;UPVC Pipe;9,260618607110001;25,131382271000000;35,334810770600001;25,131367582300001;35,334770809399998;25,131352893599999;35,334730848299998;25,131367582300001;35,334770809399998
258;259;Tertiary;Φ200;UPVC Pipe;30,122230937800001;25,131751090600002;35,335209211600002;25,131585695500000;35,335216924699999;25,131420300399999;35,335224637899998;25,131585695500000;35,335216924699999
259;260;Tertiary;Φ75;Ductile iron pipe;9,360126611009999;25,131026308199999;35,335242697399998;25,131033432700001;35,335200920299997;25,131040557199999;35,335159143299997;25,131033432700001;35,335200920299997
260;261;Tertiary;Φ200;UPVC Pipe;35,875512819199997;25,131420300399999;35,335224637899998;25,131223304300001;35,335233667600001;25,131026308199999;35,335242697399998;25,131223304300001;35,335233667600001
261;262;Tertiary;Φ125;UPVC Pipe;13,296301845200000;25,132773886999999;35,335237083400003;25,132740301900000;35,335183855200000;25,132706716900000;35,335130626999998;25,132740301900000;35,335183855200000
262;263;Tertiary;Φ80;UPVC Pipe;34,210090344299999;25,133308395400000;35,335187251699999;25,133121222400000;35,335202900200002;25,132934049399999;35,335218548699999;25,133121222400000;35,335202900200002
263;264;Tertiary;Φ80;UPVC Pipe;14,705541925500000;25,132934049399999;35,335218548699999;25,132853968199999;35,335227816000000;25,132773886999999;35,335237083400003;25,132853968199999;35,335227816000000
264;265;Tertiary;Φ130;Ductile iron pipe;30,973098674199999;25,130377850199999;35,335264899099997;25,130293253700000;35,335143743899998;25,130208657299999;35,335022588699999;25,130293253700000;35,335143743899998
265;266;Secondary;Φ100;UPVC Pipe;9,518537085240000;25,130377850199999;35,335264899099997;25,130389024999999;35,335222990900000;25,130400199800000;35,335181082799998;25,130389024999999;35,335222990900000
266;267;Secondary;Φ100;UPVC Pipe;25,731650064499998;25,130400199800000;35,335181082799998;25,130415753600001;35,335065821400001;25,130431307300000;35,334950559900001;25,130415753600001;35,335065821400001
267;268;Secondary;Φ90;Asbestos Cement pipe;11,744959024100000;25,132275390400000;35,335317845699997;25,132260960800000;35,335266252700002;25,132246531100002;35,335214659700000;25,132260960800000;35,335266252700002
268;269;Secondary;Φ90;Asbestos Cement pipe;4,120285558870000;25,132246531100002;35,335214659700000;25,132240056800001;35,335196865000000;25,132233582400001;35,335179070300001;25,132240056800001;35,335196865000000
269;270;Tertiary;Φ100;UPVC Pipe;5,140061553240000;25,132706716900000;35,335130626999998;25,132682271800000;35,335142260600001;25,132657826700001;35,335153894299999;25,132682271800000;35,335142260600001
270;271;Tertiary;Φ100;UPVC Pipe;23,142532671100000;25,132657826700001;35,335153894299999;25,132546172600001;35,335203958699999;25,132434518400000;35,335254022999997;25,132546172600001;35,335203958699999
271;272;Tertiary;Φ100;UPVC Pipe;16,106943187700001;25,132434518400000;35,335254022999997;25,132354954400000;35,335285934399998;25,132275390400000;35,335317845699997;25,132354954400000;35,335285934399998
272;273;Tertiary;Φ150;Ductile iron pipe;52,317229678200000;25,133896327700000;35,335387854399997;25,133630610000001;35,335297411600003;25,133364892399999;35,335206968900003;25,133630610000001;35,335297411600003
273;274;Tertiary;Φ150;Ductile iron pipe;5,582820740270000;25,133364892399999;35,335206968900003;25,133336643900002;35,335197110300001;25,133308395400000;35,335187251699999;25,133336643900002;35,335197110300001
274;275;Tertiary;Φ150;Ductile iron pipe;3,451807210580000;25,134041589300001;35,335015918200000;25,134029545800001;35,335027943100002;25,134017502399999;35,335039968099998;25,134029545800001;35,335027943100002
275;276;Tertiary;Φ150;Ductile iron pipe;11,800404030999999;25,134017502399999;35,335039968099998;25,133980534399999;35,335083677199997;25,133943566300001;35,335127386300002;25,133980534399999;35,335083677199997
276;277;Tertiary;Φ150;Ductile iron pipe;29,215464132600001;25,133943566300001;35,335127386300002;25,133919946999999;35,335257620400000;25,133896327700000;35,335387854399997;25,133919946999999;35,335257620400000
277;278;Tertiary;Φ75;Ductile iron pipe;33,198262222499999;25,131050672800001;35,335654140300001;25,131027785099999;35,335505707000003;25,131004897400000;35,335357273600003;25,131027785099999;35,335505707000003
278;279;Tertiary;Φ75;Ductile iron pipe;12,860033691000000;25,131004897400000;35,335357273600003;25,131015602800002;35,335299985500001;25,131026308199999;35,335242697399998;25,131015602800002;35,335299985500001
279;280;Secondary;Φ90;Asbestos Cement pipe;9,421091565570000;25,132382357699999;35,335664685200001;25,132367831900002;35,335623930099999;25,132353306100001;35,335583174999996;25,132367831900002;35,335623930099999
280;281;Secondary;Φ90;Asbestos Cement pipe;30,277700567200000;25,132353306100001;35,335583174999996;25,132314348200001;35,335450510299999;25,132275390400000;35,335317845699997;25,132314348200001;35,335450510299999
281;282;Secondary;Φ50;Ductile iron pipe;54,857343107500000;25,131753046800000;35,335703656600003;25,131752068699999;35,335456434100003;25,131751090600002;35,335209211600002;25,131752068699999;35,335456434100003
282;283;Tertiary;Φ150;Ductile iron pipe;6,069600936540000;25,134314899400000;35,335728894399999;25,134304095000001;35,335703013100002;25,134293290599999;35,335677131899999;25,134304095000001;35,335703013100002
283;284;Tertiary;Φ150;Ductile iron pipe;13,142672959100000;25,134293290599999;35,335677131899999;25,134224031399999;35,335660185400002;25,134154772100000;35,335643238999999;25,134224031399999;35,335660185400002
284;285;Tertiary;Φ150;Ductile iron pipe;22,539321679299999;25,134154772100000;35,335643238999999;25,134076975700001;35,335564157000000;25,133999179300002;35,335485075000001;25,134076975700001;35,335564157000000
285;286;Tertiary;Φ150;Ductile iron pipe;14,275128641000000;25,133999179300002;35,335485075000001;25,133947753499999;35,335436464700003;25,133896327700000;35,335387854399997;25,133947753499999;35,335436464700003
286;287;Main;Φ120;Ductile iron pipe;76,966156809599994;25,134314899400000;35,335728894399999;25,134422085600001;35,335393338300001;25,134529271700000;35,335057782200003;25,134422085600001;35,335393338300001
287;288;Tertiary;Φ125;UPVC Pipe;8,635744900300001;25,132829246600000;35,335883390200003;25,132821331399999;35,335845016100002;25,132813416200001;35,335806641900000;25,132821331399999;35,335845016100002
288;289;Tertiary;Φ125;UPVC Pipe;25,130103348500000;25,132813416200001;35,335806641900000;25,132818739200001;35,335693472899997;25,132824062099999;35,335580303900002;25,132818739200001;35,335693472899997
289;290;Tertiary;Φ125;UPVC Pipe;23,803119794400001;25,132824062099999;35,335580303900002;25,132829159500002;35,335473112499997;25,132834256799999;35,335365921099999;25,132829159500002;35,335473112499997
290;291;Tertiary;Φ125;UPVC Pipe;8,282238520909999;25,132834256799999;35,335365921099999;25,132818910800001;35,335330777999999;25,132803564700001;35,335295634799998;25,132818910800001;35,335330777999999
291;292;Tertiary;Φ125;UPVC Pipe;7,034135371120000;25,132803564700001;35,335295634799998;25,132788725899999;35,335266359099997;25,132773886999999;35,335237083400003;25,132788725899999;35,335266359099997
292;293;Secondary;Φ85;Ductile iron pipe;7,274696324050000;25,133172081200001;35,336075138100000;25,133175362700001;35,336042463900000;25,133178644200001;35,336009789800002;25,133175362700001;35,336042463900000
293;294;Secondary;Φ85;Ductile iron pipe;33,839144079999997;25,133178644200001;35,336009789800002;25,133179545899999;35,335857289800003;25,133180447699999;35,335704789799998;25,133179545899999;35,335857289800003
294;295;Secondary;Φ85;Ductile iron pipe;19,880670676000001;25,133180447699999;35,335704789799998;25,133191306899999;35,335615637300002;25,133202166200000;35,335526484699997;25,133191306899999;35,335615637300002
295;296;Secondary;Φ85;Ductile iron pipe;38,856147933499997;25,133202166200000;35,335526484699997;25,133255280800000;35,335356868200002;25,133308395400000;35,335187251699999;25,133255280800000;35,335356868200002
